Time,Theta_deg,Theta_dot,Sin_theta,Cos_theta,Control
0,60,0,0.866025403784439,0.5,5.78931402936494e-39
0.01,51.6094492910076,-0.366685658693314,0.783795893192291,0.621018528938293,-2.03256357253967
0.02,50.8537686665521,-0.38019797205925,0.775537312030792,0.631301820278168,-4.83462980611801
0.03,49.9578991675126,-0.398180454969406,0.765571892261505,0.643350303173065,5.78931402936494e-39
0.04,49.0187545306232,-0.41308268904686,0.754924297332764,0.655811965465546,-1.6143886151776
0.05,48.0366029604202,-0.431206792593002,0.743572115898132,0.668655693531036,-2.03017176919018
0.06,47.0004102173217,-0.439634770154953,0.731358587741852,0.681993126869202,0.00156494334331452
0.07,45.9448041719995,-0.441143780946732,0.718670248985291,0.695351004600525,0.641444006561132
0.08,44.8793208706828,-0.441397905349731,0.705615878105164,0.708594560623169,-3.00639932556121
0.09,43.7773020704787,-0.435573875904083,0.691857218742371,0.722034394741058,3.70519063706503
0.1,42.6992885633593,-0.431174099445343,0.678150534629822,0.734923005104065,-2.91231013696824
0.11,41.5960559772473,-0.440049380064011,0.663874745368958,0.74784380197525,-3.95387902582682
0.12,40.6583025074042,-0.440185308456421,0.651546537876129,0.758608758449554,-0.583942537914173
0.13,39.6867312637732,-0.452260702848434,0.63858962059021,0.769547462463379,0.353751236705621
0.14,38.7845600971823,-0.427827686071396,0.626393735408783,0.779506742954254,0.00018215064676548
0.15,37.8553594632298,-0.419080972671509,0.613670229911804,0.789562463760376,-2.60268965793248
0.16,36.897669196145,-0.407212167978287,0.600387692451477,0.79970908164978,-2.75460026714662
0.17,35.9622894616189,-0.368566393852234,0.587252676486969,0.809403717517853,-3.55952779884464
0.18,35.0547184505735,-0.315855115652084,0.574358463287354,0.818603873252869,-0.974633178502565
0.19,34.1373839002167,-0.285509407520294,0.561179161071777,0.827694356441498,-0.0496517366470765
0.2,33.3444254431758,-0.208919063210487,0.549670696258545,0.835381388664246,-2.30729013102233
0.21,32.4875136728686,-0.186147853732109,0.537115812301636,0.843508541584015,-1.02510085164211
0.22,31.6431089219132,-0.165408998727798,0.524626612663269,0.851332485675812,-3.15073538242261
0.23,30.860585911365,-0.113495267927647,0.512950837612152,0.858417928218842,-0.0418378374112857
0.24,30.1235657885057,-0.0565357021987438,0.501866519451141,0.86494505405426,14.889028145225
0.25,29.511456948957,-0.0592821948230267,0.492597579956055,0.870257198810577,-9.69528160730217
0.26,28.6815987858483,-0.0901510789990425,0.479941785335541,0.877300381660461,0.120804363566672
0.27,27.8433289648541,-0.0964328795671463,0.467055469751358,0.884228050708771,-0.466298773551261
0.28,27.0262082106057,-0.107498474419117,0.45439800620079,0.89079874753952,-0.256933622299807
0.29,26.2280785412414,-0.0966383367776871,0.441945523023605,0.897041916847229,1.03367861104754
0.3,25.4457595186016,-0.0832333639264107,0.429656445980072,0.902992427349091,5.34759320578781
0.31,24.6553344741983,-0.107198312878609,0.417158722877502,0.908833682537079,2.03870382055549
0.32,23.8318326467786,-0.138156279921532,0.404053568840027,0.914735317230225,-0.520872489981803
0.33,22.9216188489289,-0.180897191166878,0.389471501111984,0.921038508415222,7.51917857212992e-08
0.34,22.014838940082,-0.192639172077179,0.374846696853638,0.927086770534515,-1.83977155792985
0.35,21.2123282240688,-0.0959475040435791,0.361825168132782,0.932245969772339,0.292793613388466
0.36,20.1942651869015,-0.166267469525337,0.345204263925552,0.938527584075928,1.58052671188293e-19
0.37,19.3018672675753,-0.154277503490448,0.330545157194138,0.943790197372437,1.5355384880515
0.38,18.4333872185807,-0.149379283189774,0.31620192527771,0.948691964149475,1.58052671188293e-19
