Time,Theta_deg,Theta_dot,Sin_theta,Cos_theta,Control
0,15,0,0.258819045102521,0.965925826289068,0
0.01,11.3302215342388,0.0120240384712815,0.196463361382484,0.98051118850708,0
0.02,11.1538078307282,0.0140403192490339,0.193443432450294,0.981111407279968,0
0.03,10.8651261869336,0.0178550332784653,0.188497722148895,0.982073605060577,0
0.04,10.4992123543292,0.0222999397665262,0.182222008705139,0.983257412910461,0
0.05,10.0804250307581,0.0266001746058464,0.175030365586281,0.984563052654266,0
0.06,9.62543058059182,0.0302231423556805,0.167206361889839,0.985921919345856,0
0.07,9.14529165860452,0.0328137390315533,0.158938556909561,0.987288475036621,0
0.08,8.64713263533921,0.0341487489640713,0.150348663330078,0.988633036613464,0
0.09,8.13536645647017,0.0341054983437061,0.141512304544449,0.989936470985413,0
0.1,7.61257387543735,0.0326400548219681,0.132473915815353,0.991186499595642,0
0.11,7.0802131918637,0.0297726057469845,0.123258769512177,0.992374539375305,0
0.12,6.75131295489833,0.0305042304098606,0.117560148239136,0.993065714836121,0
0.13,6.40331028972686,0.0305154360830784,0.111526347696781,0.993761479854584,0
0.14,6.04934797307088,0.029940914362669,0.105384990572929,0.994431495666504,0
0.15,5.69796792068021,0.0288981385529041,0.0992844626307487,0.995059132575989,0
0.16,5.35466834239657,0.0274938363581896,0.0933206081390381,0.995636105537415,0
0.17,5.02297969683121,0.0258281994611025,0.0875552818179131,0.996159672737122,0
0.18,4.70519840377946,0.0239951889961958,0.0820289328694344,0.996629953384399,0
0.19,4.40288431576802,0.0220830477774143,0.0767692178487778,0.997048854827881,0
0.2,4.11717959640704,0.0201737955212593,0.0717965140938759,0.99741929769516,0
0.21,3.84899941305177,0.0183433014899492,0.0671271979808807,0.99774444103241,0
0.22,3.59915348123177,0.0166619643568993,0.0627757757902145,0.998027682304382,-0.363574571343752
0.23,3.35236451735306,0.0159364771097898,0.0584764182567596,0.998288750648499,-0.208251886658687
0.24,3.1164757907777,0.016866372898221,0.0543659441173077,0.998521029949188,-0.126130670692734
0.25,2.89368466156252,0.0184199493378401,0.0504828579723835,0.998724937438965,0.214080523361095
