Time,Theta_deg,Theta_dot,Sin_theta,Cos_theta,Control
0,5,0,0.0871557427476582,0.996194698091746,0.259561787361324
0.01,3.26381705673862,-0.0101097542792559,0.0569335483014584,0.998377919197083,0.679738704596959
0.02,3.20538805360589,-0.0131236305460334,0.0559153966605663,0.998435497283936,-1.47335462762458
0.03,3.07939595786799,-0.0129896216094494,0.0537197254598141,0.998556017875671,0.36834787562238
0.04,2.93415857132156,-0.00861584767699242,0.0511883459985256,0.998688995838165,-0.130558669950739
0.05,2.76569691695342,-0.00542901130393147,0.0482517741620541,0.998835206031799,0.18485929979405
0.06,2.58379956434659,-0.00331516703590751,0.0450805276632309,0.998983383178711,0.0486420758570758
0.07,2.3889107385425,-0.00299105746671557,0.041682280600071,0.999130964279175,0.401869026615523
0.08,2.18656076535442,-0.00495661841705441,0.0381534211337566,0.999271869659424,-0.0741423336985754
0.09,1.97121109881753,-0.00860933493822813,0.0343973375856876,0.99940824508667,-0.482047222915635
0.1,1.74444160384094,-0.010737250559032,0.0304415449500084,0.999536514282227,-0.367492427243278
0.11,1.51655444327989,-0.00894055049866438,0.0264657773077488,0.999649703502655,0.501277835775373
0.12,1.40202593863739,-0.00356535939499736,0.0244675278663635,0.999700665473938,0.0651537825888797
0.13,1.25616985711897,-0.0127560589462519,0.0219225436449051,0.999759674072266,-0.230428044962012
0.14,1.1236534973913,-0.0106051173061132,0.019610196352005,0.999807715415955,-0.442029390608343
0.15,0.982413424885226,-0.0100321928039193,0.0171455089002848,0.999853014945984,-0.771268821370981
0.16,0.846448012490453,-0.00431471271440387,0.014772767201066,0.999890863895416,0.0285247981261852
0.17,0.724025328826124,0.00196364452131093,0.0126362899318337,0.999920189380646,-0.203894443536749
0.18,0.614845899830504,0.00906148366630077,0.010730879381299,0.999942421913147,0.118230374500405
0.19,0.512835164909406,0.0118420831859112,0.00895054265856743,0.999959945678711,0.160133196921916
0.2,0.417101709893921,0.0101681873202324,0.0072797336615622,0.999973475933075,-0.0999861691259502
0.21,0.328803344361738,0.00807642191648483,0.0057386695407331,0.999983549118042,-0.11634445333775
0.22,0.255088367032464,0.0105829145759344,0.00445211725309491,0.999990105628967,-0.110379218895015
0.23,0.175333998607166,0.0100828986614943,0.00306015089154243,0.999995350837708,0.0794940178394077
0.24,0.099542771574132,0.00775867374613881,0.0017373482696712,0.999998509883881,-0.129566240184951
0.25,0.0230122848250199,0.00419298000633717,0.000401640136260539,0.999999940395355,-0.0562912437449256
0.26,-0.0525360713891736,-0.000516338739544153,-0.00091692729620263,0.999999582767487,-0.119383883602343
0.27,-0.117085038319222,-0.000301139982184395,-0.00204351800493896,0.999997913837433,-0.0567870931520008
0.28,-0.182393866320581,-0.00152602873276919,-0.00318336812779307,0.999994933605194,-0.00724171646700961
0.29,-0.242455935319341,-0.00126148224808276,-0.00423164153471589,0.999990999698639,-0.0150262652635268
0.3,-0.300549421842919,-0.00136630330234766,-0.0052455528639257,0.999986231327057,-0.30585188857953
0.31,-0.361056885522176,-0.00234645768068731,-0.00630158977583051,0.99998015165329,-1.01767261967392
0.32,-0.422896709909313,0.000489679747261107,-0.00738087296485901,0.999972760677338,1.51317284099963
0.33,-0.462245217030114,0.00133478560019284,-0.00806761346757412,0.999967455863953,-1.20148526105142
0.34,-0.514536820511349,0.000809767167083919,-0.00898024067282677,0.999959647655487,1.20057164878669
0.35,-0.553290305771561,-0.00135924608912319,-0.00965658761560917,0.999953389167786,-1.13661879307981
0.36,-0.604988337295056,-0.00390503765083849,-0.0105588417500257,0.99994421005249,-0.0618977872055308
0.37,-0.649451086831205,-0.00294721079990268,-0.0113348169252276,0.999935746192932,-0.166666533066496
