Time,Theta_deg,Theta_dot,Sin_theta,Cos_theta,Control
0,50,0,0.766044443118978,0.642787609686539,6.81287438366164
0.01,45.6921645320494,-0.294400870800018,0.715597212314606,0.698513150215149,-4.58851475146033
0.02,45.188811577709,-0.328359067440033,0.709433138370514,0.704772770404816,-0.00135675330657129
0.03,44.5376165735669,-0.353929489850998,0.701377391815186,0.712790131568909,0.118679312439938
0.04,43.8162764204545,-0.38454806804657,0.692348182201385,0.721563577651978,-6.46739110588441
0.05,42.979292565393,-0.400972336530685,0.681733965873718,0.731600105762482,-0.00238365622622499
0.06,42.1074151405105,-0.398204922676086,0.670522630214691,0.74188905954361,7.50487029169392
0.07,41.2801059967353,-0.41175302863121,0.659740746021271,0.751493215560913,-14.9244606312625
0.08,40.3005267153846,-0.409853726625443,0.646796762943268,0.762662351131439,4.62222370015595
0.09,39.3115556333125,-0.374723434448242,0.6335369348526,0.773712456226349,-8.34015962315493
0.1,38.3517603413723,-0.343481749296188,0.620487749576569,0.784216165542603,0.248216442020481
0.11,37.4589018665239,-0.244669809937477,0.608192205429077,0.793789803981781,0.140439760873111
0.12,36.6658815079081,-0.242057323455811,0.597147583961487,0.802131354808807,0.12416135922172
0.13,35.92129337799,-0.204234883189201,0.586673378944397,0.80982369184494,0.839020122084354
0.14,35.1809755616812,-0.174761161208153,0.576160967350006,0.81733626127243,5.77794262737067
0.15,34.3908556608945,-0.215727046132088,0.5648353099823,0.825203657150269,-7.21676365747029
0.16,33.5927450606547,-0.200410231947899,0.553286075592041,0.832991302013397,-4.66666538845892
0.17,32.8698203780055,-0.10715713351965,0.542732119560242,0.839905858039856,4.0337602631727
0.18,31.95116005083,-0.190604314208031,0.529196202754974,0.848499536514282,4.39696478975493
0.19,31.2988545421571,-0.143642157316208,0.51950204372406,0.854469239711761,2.60630109880508
0.2,30.4563572919621,-0.217037662863731,0.506881892681122,0.86201548576355,-3.27008996465366
0.21,29.6174133246032,-0.215411394834518,0.494206100702286,0.869344770908356,0.555215928561144
