time,sin_theta,cos_theta,theta_dot,x,x_dot,u,sin_theta_next,cos_theta_next,theta_dot_next,x_next,x_dot_next
0,0,1,0,0,0,0,0,1,0,0,0
0.3,0,1,0,0,0,0,-1.28284989040007e-08,1,-9.38313062692716e-05,4.58092734917475e-08,0.000335062114682529
0.30013671875,-1.28284989040007e-08,1,-9.38313062692716e-05,4.58092734917475e-08,0.000335062114682529,-3.88149984986111e-05,-5.13140019327343e-08,0.999999999999999,-0.000281493965010193,1.83236987531822e-07,0.00100518556555035
0.3002734375,-5.13140019327343e-08,0.999999999999999,-0.000281493965010193,1.83236987531822e-07,0.00100518556555035,-0.000154600648130753,-1.61131213426911e-07,0.999999999999987,-0.000520206073990272,5.75376171760048e-07,0.00185757025433058
0.300484540785765,-1.61131213426911e-07,0.999999999999987,-0.000520206073990272,5.75376171760048e-07,0.00185757025433058,-0.00048229267236218,-4.22373833413052e-07,0.999999999999911,-0.000870930990910474,1.50811755805521e-06,0.00310957446327983
0.300784498673029,-4.22373833413052e-07,0.999999999999911,-0.000870930990910474,1.50811755805521e-06,0.00310957446327983,-0.00125258237097443,-9.76439060743523e-07,0.999999999999523,-0.00135686704828308,3.48517535747931e-06,0.00484167648187186
0.301192840247859,-9.76439060743523e-07,0.999999999999523,-0.00135686704828308,3.48517535747931e-06,0.00484167648187186,-0.0028596828831692,-2.06849949767603e-06,0.999999999997861,-0.00200911224447716,7.37302187827834e-06,0.00715264447407004
0.301736393969128,-2.06849949767603e-06,0.999999999997861,-0.00200911224447716,7.37302187827834e-06,0.00715264447407004,-0.00595883090584037,-4.1384042658605e-06,0.999999999991437,-0.00287183090321968,1.4687327533637e-05,0.0101480267785327
0.302457155336336,-4.1384042658605e-06,0.999999999991437,-0.00287183090321968,1.4687327533637e-05,0.0101480267785327,-0.0116669711500353,-8.04945023098169e-06,0.999999999967603,-0.00401450185823961,2.82078317831383e-05,0.0138781517570927
0.303431384793266,-8.04945023098169e-06,0.999999999967603,-0.00401450185823961,2.82078317831383e-05,0.0138781517570927,-0.0220510523421305,-1.59040679499756e-05,0.99999999987353,-0.00556960663292211,5.36672031301728e-05,0.0180529070397711
0.304841649150743,-1.59040679499756e-05,0.99999999987353,-0.00556960663292211,5.36672031301728e-05,0.0180529070397711,-0.0418343518859296,-3.0969874527294e-05,0.999999999520433,-0.0076008418663049,9.38762138315437e-05,0.020285826071534
0.306823772558465,-3.0969874527294e-05,0.999999999520433,-0.0076008418663049,9.38762138315437e-05,0.020285826071534,-0.0770576896989829,-5.41841598505952e-05,0.999999998532038,-0.0097465188863093,0.000126278236182801,0.0136039907371525
0.30920557529395,-5.41841598505952e-05,0.999999998532038,-0.0097465188863093,0.000126278236182801,0.0136039907371525,-0.126289554931418,-9.49101553715694e-05,0.999999995496031,-0.0114937656884045,5.78725018462239e-05,-0.0193055926543019
0.312748887098021,-9.49101553715694e-05,0.999999995496031,-0.0114937656884045,5.78725018462239e-05,-0.0193055926543019,-0.200888063784256,-0.000129066472864454,0.999999991670923,-0.0117854070967369,-0.000197034915809369,-0.0879540855272408
0.31564707444347,-0.000129066472864454,0.999999991670923,-0.0117854070967369,-0.000197034915809369,-0.0879540855272408,-0.252212881999171,-0.000159710616002458,0.999999987246259,-0.0105735550556311,-0.000718340108159565,-0.179872841267072
0.318545261788919,-0.000159710616002458,0.999999987246259,-0.0105735550556311,-0.000718340108159565,-0.179872841267072,-0.287462685175867,-0.00018851460878681,0.999999982231121,-0.00788933771742236,-0.00185245161143282,-0.310630147340778
0.322196264478072,-0.00018851460878681,0.999999982231121,-0.00788933771742236,-0.00185245161143282,-0.310630147340778,-0.304498373205338,-0.000201686302222268,0.999999979661318,-0.00435380863556949,-0.00324498860923829,-0.460293091444291
0.32522159121812,-0.000201686302222268,0.999999979661318,-0.00435380863556949,-0.00324498860923829,-0.460293091444291,-0.296634431804472,-0.00020466018580285,0.999999979057104,-0.000982995853835327,-0.00505827517038816,-0.599368834164829
0.328246917958167,-0.00020466018580285,0.999999979057104,-0.000982995853835327,-0.00505827517038816,-0.599368834164829,-0.273613383270009,-0.000196461828606472,0.999999980701375,0.00230023694555721,-0.00770620333747985,-0.742936899516662
0.331811053982121,-0.000196461828606472,0.999999980701375,0.00230023694555721,-0.00770620333747985,-0.742936899516662,-0.236038207242514,-0.000174849964572976,0.999999984713745,0.00514323947681559,-0.0114509789175879,-0.891190007176951
0.336013048562345,-0.000174849964572976,0.999999984713745,0.00514323947681559,-0.0114509789175879,-0.891190007176951,-0.191975237409129,-0.000159697904184248,0.99999998724829,0.00657361487157307,-0.0137466505799491,-0.995960996822826
0.338318030052268,-0.000159697904184248,0.99999998724829,0.00657361487157307,-0.0137466505799491,-0.995960996822826,-0.173207754100288,-0.000143478710553534,0.99999998970693,0.00703658310843453,-0.0161874635350777,-1.05892952537801
0.34062301154219,-0.000143478710553534,0.99999998970693,0.00703658310843453,-0.0161874635350777,-1.05892952537801,-0.160413262928047,-0.000118241623558049,0.999999993009459,0.00714493930001291,-0.0201748099361798,-1.12886831053081
0.344155174119442,-0.000118241623558049,0.999999993009459,0.00714493930001291,-0.0201748099361798,-1.12886831053081,-0.153774225194643,-8.60370999604848e-05,0.999999996298809,0.00687290014517042,-0.0258847415050731,-1.21858002909031
0.348840899662766,-8.60370999604848e-05,0.999999996298809,0.00687290014517042,-0.0258847415050731,-1.21858002909031,-0.166719470261743,-6.94211779292194e-05,0.99999999759035,0.00667083375359038,-0.029116746517601,-1.29756073863348
0.351331731048379,-6.94211779292194e-05,0.99999999759035,0.00667083375359038,-0.029116746517601,-1.29756073863348,-0.180433418932455,-5.25496210933484e-05,0.999999998619269,0.00677346405898569,-0.0324975086190279,-1.35728260088324
0.353822562433993,-5.25496210933484e-05,0.999999998619269,0.00677346405898569,-0.0324975086190279,-1.35728260088324,-0.196120263112399,-2.54814706206227e-05,0.999999999675347,0.00732541870964798,-0.0378185705878193,-1.44003214810704
0.357517661863395,-2.54814706206227e-05,0.999999999675347,0.00732541870964798,-0.0378185705878193,-1.44003214810704,-0.21841893060804,1.63533927669754e-05,0.999999999866283,0.00885694117238068,-0.045226917080476,-1.568435600152
0.36224106044727,1.63533927669754e-05,0.999999999866283,0.00885694117238068,-0.045226917080476,-1.568435600152,-0.237400472246456,4.13774182601405e-05,0.999999999143955,0.0106958472734253,-0.0491746315226526,-1.6873444580472
0.364580662431529,4.13774182601405e-05,0.999999999143955,0.0106958472734253,-0.0491746315226526,-1.6873444580472,-0.241043212118682,6.97472138263662e-05,0.999999997567663,0.0121259068003169,-0.0533165743470762,-1.77036216086747
0.366920264415789,6.97472138263662e-05,0.999999997567663,0.0121259068003169,-0.0533165743470762,-1.77036216086747,-0.240724713843799,0.000121336492068606,0.999999992638728,0.0140483032035353,-0.0602155207889594,-1.87865568679494
0.370592542678578,0.000121336492068606,0.999999992638728,0.0140483032035353,-0.0602155207889594,-1.87865568679494,-0.233393436025604,0.000201447949806114,0.999999979709362,0.0166440178859166,-0.0699810456539245,-2.02889290680618
0.375405771031936,0.000201447949806114,0.999999979709362,0.0166440178859166,-0.0699810456539245,-2.02889290680618,-0.216129210662546,0.00025272176098473,0.999999968065855,0.0186526275842343,-0.0759085752306083,-2.15634446287583
